t_index	term	df
10282	jolson	1
10283	jolt	3
10284	jon	13
10285	jona	2
10286	jonah	2
10287	jonatan	1
10288	jonathan	45
10289	jone	80
10290	jonesboro	1
10291	jongleur	1
10292	joni	1
10293	jonni	21
10294	jonti	1
10295	jool	2
10296	jordan	8
10297	jordanian	3
10298	jordi	4
10299	jorg	2
10300	jos	2
10301	jose	46
10302	josef	1
10303	josep	4
10304	joseph	10
10305	josh	12
10306	joshua	9
10307	joss	12
10308	josserand	1
10309	jostl	1
10310	joubert	1
10311	journal	20
10312	journalist	51
10313	journey	20
10314	jowel	9
10315	joy	15
10316	joyc	3
10317	joynt	2
10318	joyous	2
10319	joypad	2
10320	joystick	7
10321	jp	13
10322	jpmorgan	3
10323	jpr	1
10324	jr	8
10325	jrfu	1
10326	jrr	2
10327	jse	1
10328	juan	10
10329	jubil	2
10330	jubile	1
10331	juchemich	1
10332	juda	1
10333	judder	1
10334	jude	8
10335	judg	100
10336	judgement	24
10337	judgment	7
10338	judi	9
10339	judici	12
10340	judiciari	6
10341	judith	2
10342	judo	2
10343	juergen	2
10344	jufeyr	1
10345	juggernaut	1
10346	juggl	3
10347	jugnot	2
10348	juic	3
10349	juiv	2
10350	jukebox	6
10351	jule	3
10352	juli	86
10353	julia	13
10354	julian	12
10355	julien	6
10356	juliet	1
10357	juliett	4
10358	julio	3
10359	jumbo	3
10360	jump	72
10361	jumper	9
10362	jumpi	2
10363	june	96
10364	jungl	10
10365	junhuai	1
10366	juninho	4
10367	junior	20
10368	junip	1
10369	junk	15
10370	junki	1
10371	junya	1
10372	jupit	18
10373	jupitus	1
10374	jurgen	11
10375	juri	26
10376	jurisdict	13
10377	juror	8
10378	jussi	1
10379	just	604
10380	justfor	1
10381	justic	56
10382	justif	4
10383	justifi	26
10384	justin	17
10385	justyna	1
10386	jutg	1
10387	juthama	1
10388	juve	1
10389	juvenil	2
10390	juventus	4
10391	juxtapos	1
10392	jvc	2
10393	k	18
10394	k2	1
10395	k3	1
10396	ka	1
10397	kabba	1
10398	kabul	1
10399	kadar	1
10400	kaha	1
10401	kahey	1
10402	kahn	4
10403	kahveci	1
10404	kai	1
10405	kain	1
10406	kaiser	3
10407	kaka	1
10408	kalahari	1
10409	kalan	1
10410	kalanick	2
10411	kallur	1
10412	kalman	2
10413	kalusha	1
10414	kamal	2
10415	kamara	2
10416	kamiyama	1
10417	kampala	1
10418	kampen	1
10419	kane	1
10420	kano	2
10421	kansa	2
10422	kanu	1
10423	kany	8
10424	kaplan	9
10425	kaplinski	1
10426	kapor	1
10427	kaprano	2
10428	kar	2
10429	karachi	2
10430	karaok	2
10431	karat	1
10432	karen	6
10433	karger	1
10434	karim	1
10435	karin	1
10436	karina	1
10437	karkouri	1
10438	karl	7
10439	karloff	1
10440	karlov	1
10441	karmi	1
10442	karol	3
10443	karolina	2
10444	karstadtquell	1
10445	kart	1
10446	kartadinata	1
10447	kartel	1
10448	karya	1
10449	kasabian	4
10450	kash	1
10451	kashmir	3
10452	kashmiri	1
10453	kashyap	1
10454	kassel	1
10455	katarina	1
10456	kate	26
10457	katerina	16
10458	katharin	5
10459	katherin	6
10460	kathi	5
10461	kathleen	2
10462	kati	1
10463	katrina	1
10464	katwala	1
10465	kavula	1
10466	kawa	1
10467	kay	12
10468	kayitesi	1
10469	kaz	2
10470	kazaa	4
10471	kazakh	1
10472	kazakhstan	2
10473	kazi	1
10474	kazuhiro	1
10475	kazuo	1
10476	kbps	2
10477	kdb	1
10478	kean	19
10479	keanu	10
10480	kearney	1
10481	keat	2
10482	keaton	3
10483	keaveney	1
10484	kechich	2
10485	keda	1
10486	keegan	7
10487	keen	91
10488	keenan	1
10489	keener	1
10490	keeper	25
10491	kefa	1
10492	kefu	2
10493	keighley	1
10494	keino	1
10495	keira	2
10496	keitel	1
10497	keith	13
10498	keizai	1
10499	kel	1
10500	kellett	1
10501	kelley	1
10502	kelli	61
10503	kelvin	2
10504	kemadjou	1
10505	kember	1
10506	kemp	6
10507	ken	23
10508	kenard	1
10509	kenenisa	6
10510	kennedi	56
10511	kenneth	6
10512	kenney	1
10513	kenni	5
10514	kensington	2
10515	kent	14
10516	kenteri	16
10517	kentish	2
10518	kenton	1
10519	kentucki	1
10520	kenya	11
10521	kenyan	13
10522	kenyon	2
10523	kenzaburo	1
10524	kenzi	4
10525	keothavong	1
10526	kept	88
10527	kerala	1
10528	kerekou	1
10529	kerosen	1
10530	kerr	10
10531	kerrang	1
10532	kerri	10
10533	kerstin	1
10534	keska	2
10535	keskar	1
10536	kessler	2
10537	kettl	1
10538	kevin	50
10539	kewel	3
10540	key	216
10541	keyboard	22
10542	keyn	3
10543	keynot	16
10544	keyob	1
10545	keypad	2
10546	keystrok	7
10547	keyword	2
10548	kezman	4
10549	kfb	1
10550	kgb	1
10551	khamenei	1
10552	khan	9
10553	kharkov	1
10554	khatami	2
10555	khayelitsha	2
10556	khelil	1
10557	khodorkovski	19
10558	khomeini	2
10559	khomenei	1
10560	khoo	1
10561	khordokovski	1
10562	khristenko	1
10563	khurmala	1
10564	kibera	1
10565	kick	104
10566	kickabl	2
10567	kickbox	1
10568	kicker	8
10569	kickstart	1
10570	kid	30
10571	kidman	1
10572	kidnap	2
10573	kidnapp	1
10574	kidney	4
10575	kiefer	5
10576	kieli	1
10577	kieran	1
10578	kieron	3
10579	kiev	2
10580	kigali	1
10581	kiki	1
10582	kiknavelidz	1
10583	kilban	1
10584	kilbrid	6
10585	kilgor	3
10586	kill	74
10587	killamangiro	1
10588	killer	27
10589	killzon	1
10590	kilmarnock	1
10591	kilo	1
10592	kilobit	3
10593	kilometr	6
10594	kilroy	13
10595	kim	24
10596	kimber	6
10597	kimmel	1
10598	kind	95
10599	kindlmann	1
10600	king	67
10601	kingdom	13
10602	kingfish	5
10603	kingsholm	2
10604	kingsley	1
10605	kinki	2
10606	kinnare	1
10607	kinnock	6
10608	kinross	3
10609	kinsey	6
10610	kiol	1
10611	kiosk	2
10612	kipchog	1
10613	kiplagat	2
10614	kirbi	1
10615	kirchner	4
10616	kirin	1
10617	kirk	1
10618	kirkcaldi	2
10619	kirkuk	1
10620	kirkwood	2
10621	kirsten	3
10622	kirsti	1
10623	kirwan	6
10624	kishishev	1
10625	kisna	1
10626	kisrti	1
10627	kiss	2
10628	kit	13
10629	kitamura	1
10630	kitchen	6
10631	kite	1
10632	kitsch	1
10633	kitt	3
10634	kiwi	1
10635	kizi	1
10636	kk	2
10637	klein	1
10638	kleinberg	1
10639	kleinwort	4
10640	klerck	1
10641	kleynhan	1
10642	klin	1
10643	klinsmann	1
10644	kluft	7
10645	kluivert	3
10646	km	1
10647	knack	2
10648	knapman	8
10649	knee	33
10650	knell	1
10651	knew	64
10652	knife	9
10653	knight	15
10654	knighthood	2
10655	knightley	1
10656	knit	3
10657	knock	59
10658	knockback	1
10659	knockout	6
10660	knot	1
10661	knotti	1
10662	know	317
10663	knowl	2
10664	knowledg	32
10665	known	180
10666	knowsley	1
10667	knox	2
10668	knuckl	1
10669	knvb	1
10670	kobita	1
10671	kodak	9
10672	kodiak	1
10673	koeman	1
10674	koen	1
10675	kofi	1
10676	koh	1
10677	koji	2
10678	kojima	1
10679	kok	1
10680	kokomo	1
10681	kolo	3
10682	kombou	1
10683	komileva	1
10684	kommers	1
10685	konami	2
10686	koncheski	1
10687	kong	26
10688	konga	1
10689	konstantino	1
10690	koo	1
10691	koogl	1
10692	kool	1
10693	kooyong	4
10694	kop	1
10695	koram	1
10696	korchemi	1
10697	korchemni	2
10698	korea	37
10699	korean	18
10700	korn	2
10701	kort	1
10702	korzeniowski	1
10703	korzhanenko	1
10704	kos	1
10705	kosenkow	1
10706	kosovo	1
10707	kosslick	2
10708	kosta	15
10709	kostan	2
10710	kotamaraja	1
10711	kotoko	1
10712	koubek	1
10713	kouma	1
10714	kournikova	1
10715	kowalski	1
10716	kozlowski	1
10717	kp	4
10718	kpmg	2
10719	kraft	3
10720	kraftwerk	1
10721	krajicek	1
10722	krank	3
10723	krasner	1
10724	kraus	1
10725	kravitz	1
10726	kreme	1
10727	kremlin	9
10728	krewel	1
10729	krim	1
10730	krispi	1
10731	krist	1
10732	kristiansen	1
10733	kristin	5
10734	krivorizhst	3
10735	krol	1
10736	krome	1
10737	kronawitt	1
10738	kronberg	1
10739	kronenbourg	1
10740	kroner	2
10741	kronor	1
10742	krueger	1
10743	kruger	3
10744	krusti	1
10745	kse	1
10746	kuala	2
10747	kucera	1
10748	kuchma	3
10749	kudja	1
10750	kudo	2
10751	kudrow	2
10752	kuerten	1
10753	kuhlhoff	1
10754	kujda	1
10755	kulakov	1
10756	kull	1
10757	kumar	6
10758	kumaratunga	1
10759	kumasi	1
10760	kundera	1
10761	kung	1
10762	kunplom	2
10763	kunzru	1
10764	kurd	1
10765	kurosawa	1
10766	kursk	2
10767	kurt	9
10768	kutaragi	2
10769	kuwait	4
10770	kuznetsova	7
10771	kwaky	2
10772	kwame	2
10773	kwayk	1
10774	kwon	1
10775	kyle	2
10776	kyli	5
10777	kyoto	3
10778	kyrgiako	1
10779	kyrgyz	1
10780	l	28
10781	la	26
10782	laah	1
10783	lab	26
10784	labadz	2
10785	label	58
10786	labor	7
10787	laboratori	26
10788	labour	240
10789	labrador	1
10790	lachais	1
10791	lack	94
10792	lackadais	1
10793	lacklust	1
10794	lacklustr	7
10795	lacroix	2
10796	lactat	1
10797	lad	17
10798	ladbrok	8
10799	ladder	8
10800	laddish	2
10801	laden	5
10802	ladi	14
10803	lado	1
10804	ladybird	1
10805	ladykil	1
10806	ladyman	1
10807	lag	11
10808	lagaan	1
10809	lagan	2
10810	lagarder	1
10811	lagat	3
10812	lager	4
10813	laggard	3
10814	lagrima	1
10815	laharragu	5
10816	lahor	3
10817	laid	18
10818	lairg	2
10819	laissez	1
10820	lake	8
10821	laker	1
10822	lakhani	1
10823	lakomski	1
10824	lakshmi	1
10825	lam	1
10826	lamacq	1
10827	lambast	2
10828	lambert	5
10829	lamberti	1
10830	lamboley	6
10831	lamda	1
10832	lament	3
10833	lamin	2
10834	lammi	2
10835	lamont	5
10836	lamp	1
10837	lampard	7
10838	lampoon	1
10839	lan	3
10840	lana	1
10841	lanarkshir	4
10842	lanc	1
10843	lancashir	7
10844	lancast	2
10845	land	64
10846	lander	5
10847	landfil	1
10848	landladi	2
10849	landlin	8
10850	landlock	1
10851	landlord	2
10852	landmark	19
10853	landmin	2
10854	landown	2
10855	landscap	18
10856	landsdown	1
10857	landslid	3
10858	lane	17
10859	lanev	1
10860	lang	2
10861	langdon	2
10862	langland	1
10863	langrish	1
10864	langtri	2
10865	languag	62
10866	languish	4
10867	lanka	16
10868	lankan	6
10869	lansdown	18
10870	lantern	1
10871	lanzarot	1
10872	lanzon	2
10873	lap	7
10874	lapet	1
10875	laport	12
10876	laps	2
10877	laptop	22
10878	lar	1
10879	larder	1
10880	larg	173
10881	larger	49
10882	largest	123
10883	larissa	1
10884	larkin	2
10885	larn	2
10886	larri	5
10887	larribeau	1
10888	larsson	2
10889	las	27
10890	laser	9
10891	lash	4
10892	lashawn	1
10893	lasp	1
10894	latch	3
10895	late	155
10896	later	240
10897	latest	202
10898	latham	5
10899	latifah	1
10900	latifundio	1
10901	latin	21
10902	latinohiphopradio	2
10903	latvia	1
10904	laud	4
10905	laugh	8
10906	laughabl	5
10907	laugher	1
10908	laughter	1
10909	laulala	1
10910	launch	244
10911	launcher	2
10912	launder	7
10913	launderett	2
10914	laundrett	1
10915	laura	5
10916	laureat	1
10917	laurel	1
10918	lauren	3
10919	laurent	4
10920	lauri	1
10921	laursen	2
10922	lausann	2
10923	lava	1
10924	lavagna	2
10925	lavatori	1
10926	laven	1
10927	lavend	1
10928	lavign	3
10929	lavish	3
10930	lavoro	1
10931	law	217
10932	lawless	2
10933	lawmak	5
10934	lawn	5
10935	lawrenc	15
10936	lawson	2
10937	lawsuit	42
10938	lawyer	83
10939	lax	1
10940	laxton	1
10941	lay	27
10942	layer	1
10943	layoff	1
10944	layout	8
10945	layov	1
10946	laze	1
10947	lazi	6
10948	lazio	3
10949	lcd	7
10950	lcds	2
10951	lcf	1
10952	lci	1
10953	ldv	1
10954	le	11
10955	lea	1
10956	lead	329
10957	leaden	1
10958	leader	249
10959	leaderless	1
10960	leadership	47
10961	leadplex	1
10962	leadsnosoftwarepat	1
10963	leaf	3
10964	leaflet	7
10965	leagu	111
10966	leahi	2
10967	leak	18
10968	leaker	1
10969	leami	7
10970	lean	7
10971	leander	1
10972	leant	3
10973	leap	28
10974	leapfrog	4
10975	leapt	4
10976	leari	4
10977	learmount	1
10978	learn	73
10979	learner	2
10980	learnt	5
10981	leas	9
10982	leav	152
10983	leaver	1
10984	lebanes	2
10985	lebanon	1
10986	lebedev	1
10987	lebeouf	2
10988	leblanc	4
10989	leboff	1
10990	leclerc	1
10991	lectur	16
10992	led	163
10993	ledburi	1
10994	lederhosen	1
10995	ledgendari	1
10996	ledley	1
10997	lee	36
10998	leed	22
10999	leek	1
11000	leeway	1
11001	left	211
11002	leftist	2
11003	leftw	1
11004	leg	46
11005	legaci	12
11006	legal	174
11007	legalis	7
11008	legend	30
11009	legendari	12
11010	legion	1
11011	legionnair	1
11012	legis	1
11013	legisl	57
11014	legitim	31
11015	legitimaci	3
11016	legitimis	2
11017	lego	1
11018	legrand	1
11019	lehman	2
11020	lehmann	6
11021	leibovich	1
11022	leicest	43
11023	leicestershir	6
11024	leigh	23
11025	leinster	6
11026	leipzig	3
11027	leisur	10
11028	lem	1
11029	lemar	2
11030	lembit	1
11031	lemetay	1
11032	lemoni	5
11033	len	2
11034	lena	2
11035	lend	21
11036	lender	21
11037	lendl	1
11038	length	17
11039	lengthen	1
11040	lengthi	12
11041	lenient	1
11042	lenkiewicz	2
11043	lenni	2
11044	lennon	7
11045	lennox	1
11046	leno	1
11047	lenovo	4
11048	lens	1
11049	lensworth	1
11050	lent	2
11051	leo	1
11052	leon	1
11053	leonard	3
11054	leonardo	17
11055	leoncia	4
11056	leonid	4
11057	lerach	1
11058	leroi	1
11059	leroy	1
11060	les	5
11061	lesbian	3
11062	lesli	8
11063	lesotho	2
11064	lessen	7
11065	lesser	2
11066	lesson	21
11067	lester	2
11068	let	210
11069	letharg	1
11070	letisha	1
11071	letitia	5
11072	letmath	1
11073	letter	39
11074	letwin	26
11075	leukaemia	1
11076	leukoencephalopathi	1
11077	leuven	1
11078	leveaux	1
11079	level	252
11080	lever	1
11081	leverag	5
11082	leverkusen	6
11083	levi	12
11084	levin	1
11085	lewd	5
11086	lewi	36
11087	lewsey	15
11088	lexicon	1
11089	lexus	2
11090	ley	1
11091	leyton	1
11092	lg	10
11093	li	8
11094	liabil	6
11095	liabl	5
11096	liais	2
11097	liaison	2
11098	liam	28
11099	lian	2
11100	liang	2
11101	liar	4
11102	lib	77
11103	libel	4
11104	liber	136
11105	liberac	2
11106	liberalis	6
11107	liberati	1
11108	liberia	1
11109	liberian	1
11110	libertador	1
11111	libertarian	5
11112	liberti	26
11113	libertin	7
11114	librari	20
11115	librarian	2
11116	libretto	2
11117	libya	3
11118	libyan	1
11119	licenc	30
11120	licens	28
11121	license	2
11122	lichtenberg	1
11123	lichtenstein	1
11124	lick	3
11125	lid	4
11126	liddel	2
11127	lie	55
11128	liebenberg	2
11129	liebeneberg	1
11130	lieberman	1
11131	liechtenstein	1
11132	lieu	1
11133	lieuten	5
11134	lievin	2
11135	lievremont	1
11136	lifan	1
11137	life	243
11138	lifeblood	2
11139	lifelik	1
11140	lifelin	5
11141	lifelong	6
11142	lifeplus	1
11143	lifestyl	20
11144	lifetim	15
11145	liff	5
11146	lift	57
11147	liga	6
11148	ligament	5
11149	liggett	3
11150	light	83
11151	lightbodi	2
11152	lighter	8
11153	lightpoint	1
11154	lightweight	4
11155	like	736
11156	likeabl	4
11157	likeli	1
11158	likeliest	1
11159	likelihood	3
11160	liken	12
11161	likewis	3
11162	likhotseva	2
11163	likhovtseva	3
11164	lil	5
11165	lili	2
11166	lilian	1
11167	lill	2
11168	lillehamm	1
11169	lilley	1
11170	lilli	2
11171	lillian	1
11172	lilliu	1
11173	lim	2
11174	lima	3
11175	limb	4
11176	limbo	4
11177	limelight	5
11178	limerick	1
11179	limit	156
11180	limitless	1
11181	limo	1
11182	limousin	2
11183	limp	10
11184	lin	1
11185	lincolnshir	1
11186	lind	1
11187	linda	4
11188	lindblom	1
11189	lindeman	2
11190	linden	1
11191	lindsay	15
11192	line	257
11193	linear	1
11194	lineout	2
11195	liner	4
11196	linesman	3
11197	linford	3
11198	linger	2
11199	lingeri	1
11200	linguist	1
11201	lingus	1
11202	link	138
11203	linkin	1
11204	linpack	2
11205	linus	1
11206	linux	17
11207	linvoy	1
11208	lion	35
11209	lionel	4
11210	lionhead	1
11211	lip	3
11212	lipietz	2
11213	lipstick	1
11214	liquefi	2
11215	liqueur	1
11216	liquid	15
11217	liquor	2
11218	lira	2
11219	lisa	10
11220	lisbon	12
11221	lisburn	1
11222	lishman	4
11223	lissavetzki	2
11224	list	184
11225	listen	70
11226	lister	1
11227	lit	4
11228	lita	1
11229	lite	3
11230	liter	15
11231	literaci	4
11232	literari	7
11233	literatur	6
11234	lithium	1
11235	litig	8
11236	litr	4
11237	littl	220
11238	littlefeath	1
11239	littlewood	1
11240	littman	1
11241	liu	3
11242	live	304
11243	livebox	1
11244	livelihood	9
11245	liven	1
11246	liver	1
11247	livermor	4
11248	liverpool	47
11249	liverpudlian	1
11250	livestock	1
11251	livi	1
11252	livid	3
11253	livingston	9
11254	livio	1
11255	liz	1
11256	lizard	1
11257	ljubic	9
11258	ljungberg	4
11259	ll	104
11260	llanelli	7
11261	llangadfan	1
11262	llc	2
11263	llewellyn	2
11264	lleyton	19
11265	lloyd	17
11266	llu	2
11267	llwyd	1
11268	llyn	1
11269	lma	1
11270	lng	2
11271	lnm	3
11272	lo	11
11273	loach	1
11274	load	23
11275	loan	57
11276	loath	2
11277	lob	5
11278	lobbi	14
11279	lobbyist	1
11280	local	164
11281	localis	3
11282	locat	23
11283	loch	2
11284	lock	56
11285	lockerbi	1
11286	lockhe	2
11287	lockup	1
11288	lockwood	1
11289	lockyer	1
11290	loco	1
11291	lodg	8
11292	lodger	2
11293	lodhi	1
11294	loftus	1
11295	log	26
11296	logan	1
11297	logic	8
11298	login	9
11299	logist	4
11300	logo	4
11301	logon	1
11302	logu	1
11303	lokitorr	1
11304	lol	1
11305	loma	1
11306	lomana	1
11307	lomax	2
11308	lombard	2
11309	lombardi	1
11310	lomond	1
11311	lomu	2
11312	london	299
11313	londonderri	1
11314	londonist	1
11315	lone	6
11316	loneli	1
11317	lonesom	3
11318	long	372
11319	longbridg	3
11320	longden	1
11321	longer	107
11322	longest	12
11323	longev	4
11324	longhorn	4
11325	longo	1
11326	longtim	1
11327	longtown	1
11328	longwel	1
11329	lonsdal	1
11330	look	555
11331	lookout	1
11332	loom	10
11333	loop	7
11334	loophol	14
11335	loopi	1
11336	loos	19
11337	loosehead	2
11338	loosen	7
11339	loot	1
11340	lop	1
11341	lope	1
11342	lopez	15
11343	loquaci	1
11344	lord	110
11345	lorenzo	1
11346	lorillard	3
11347	lorim	1
11348	lorna	1
11349	lorrain	1
11350	lorri	2
11351	los	60
11352	lose	137
11353	loser	9
11354	loss	112
11355	lossless	1
11356	lost	248
11357	lostprophet	1
11358	lot	268
11359	lothian	1
11360	lotta	1
11361	lotteri	9
11362	loud	5
11363	louder	1
11364	loudmouth	1
11365	loughborough	2
11366	loui	11
11367	louis	9
11368	louisa	2
11369	louisiana	1
11370	loung	1
11371	lousi	2
11372	louvr	3
11373	love	127
11374	lovel	2
11375	lovenduski	1
11376	lovenkrand	1
11377	lover	24
11378	lovin	1
11379	low	192
11380	lowel	1
11381	lower	105
11382	lowest	35
11383	lowli	1
11384	lowlif	1
11385	loyal	13
11386	loyalist	2
11387	loyalti	8
11388	loyn	1
11389	lp	1
11390	lpg	1
11391	lr3	1
11392	lse	10
11393	lsf	1
11394	lt	3
11395	lta	6
11396	lualua	2
11397	luanda	1
11398	luc	1
11399	luca	11
11400	lucent	2
11401	lucern	1
11402	luci	5
11403	luciano	8
11404	lucid	1
11405	lucio	1
11406	luck	15
11407	lucki	17
11408	luckili	2
11409	lucrat	24
11410	luczak	1
11411	ludacri	5
11412	ludicr	2
11413	ludov	3
11414	ludovico	4
11415	lueder	2
11416	luff	1
11417	lufthansa	5
11418	luggag	1
11419	luhai	1
11420	lui	10
11421	luigi	1
11422	luiz	4
11423	lukashov	1
11424	luke	5
11425	lukewarm	4
11426	lukoil	1
11427	lula	5
11428	lull	4
11429	lulu	1
11430	luminos	1
11431	lump	2
11432	lumpur	2
11433	luna	1
11434	lunar	2
11435	lunat	1
11436	lunch	4
11437	luncheon	1
11438	lunchtim	6
11439	lund	1
11440	lundgren	5
11441	lung	8
11442	lupoli	2
11443	lurch	1
11444	lure	19
11445	lurk	3
11446	lusaka	2
11447	luscomb	7
11448	lush	7
11449	luther	2
11450	luton	5
11451	luv	1
11452	luxembourg	6
11453	luxemburgo	2
11454	luxuri	19
11455	lvmh	3
11456	lw	2
11457	lyco	5
11458	lydon	1
11459	lyle	1
11460	lyn	1
11461	lynch	9
11462	lynda	1
11463	lyngstad	1
11464	lynn	2
11465	lynton	3
11466	lynyrd	1
11467	lyon	6
11468	lyra	1
11469	lyric	10
11470	lyricist	3
11471	lyttelton	1
11472	lzw	1
11473	m	270
11474	m16	1
11475	m3u	1
11476	m6	2
11477	ma	3
11478	maastricht	1
11479	mab	1
11480	mac	19
11481	macaefa	1
11482	macaskil	1
11483	macaulay	1
11484	macbeth	2
11485	maccabi	1
11486	macdonald	5
11487	macdonel	1
11488	macduff	1
11489	macedonia	1
11490	macedonian	1
11491	macey	1
11492	macfadyen	1
11493	macfarlan	4
11494	machimura	1
11495	machin	77
11496	machineri	4
11497	maci	1
11498	maciej	2
11499	macintosh	6
11500	macintyr	2
11501	mack	2
11502	mackay	3
11503	mackel	1
11504	macken	2
11505	mackenzi	1
11506	mackey	1
11507	macki	7
11508	mackintosh	3
11509	macklin	5
11510	maclain	1
11511	maclennan	1
11512	macleod	2
11513	macmillan	1
11514	macneil	1
11515	macphisto	1
11516	macqueen	4
11517	macra	1
11518	macroeconom	2
11519	macrospac	2
11520	macrovis	2
11521	mactaggart	1
11522	macworld	5
11523	mad	15
11524	madagascar	3
11525	madam	3
11526	madd	1
11527	madden	3
11528	madea	1
11529	madejski	1
11530	madeley	1
11531	madison	1
11532	madonna	7
11533	madrid	58
11534	madsen	4
11535	maduaka	6
11536	mae	3
11537	maev	2
11538	mafeca	1
11539	mafia	5
11540	magan	1
11541	magath	1
11542	magazin	75
11543	magdaleena	1
11544	magdalen	1
11545	magdalena	1
11546	magg	8
11547	maggi	3
11548	maghnia	1
11549	magic	16
11550	magician	1
11551	magistr	6
11552	magn	1
11553	magna	2
11554	magnat	5
11555	magnenat	1
11556	magnet	3
11557	magnier	7
11558	magnifi	2
11559	magnific	11
11560	magnitud	8
11561	magnus	2
11562	magpi	8
11563	maguir	4
11564	maharaja	1
11565	mahendra	1
11566	mahfouz	1
11567	mahinda	1
11568	mahindra	1
11569	mahmoud	5
11570	maid	1
11571	maiden	3
11572	maidenhead	1
11573	mail	102
11574	mailer	2
11575	mailshot	2
11576	main	204
11577	mainland	4
11578	mainlin	1
11579	mainstay	3
11580	mainstream	28
11581	maintain	77
11582	mainten	8
11583	maitland	1
11584	maje	1
11585	majest	1
11586	majli	1
11587	major	317
11588	majumdar	1
11589	makaji	1
11590	makarov	1
11591	make	855
11592	makelel	5
11593	makeov	2
11594	makepeac	1
11595	maker	125
11596	makeshift	1
11597	makeup	1
11598	makisa	2
11599	makofo	1
11600	makow	1
11601	malagasi	1
11602	malaria	3
11603	malarkey	1
11604	malawi	1
11605	malay	1
11606	malaysia	12
11607	malaysian	1
11608	malcolm	20
11609	malcom	1
11610	maldini	3
11611	maldiv	5
11612	male	32
11613	maleeha	1
11614	maleeva	2
11615	malfunct	7
11616	malgorzata	1
11617	malian	1
11618	malibu	4
11619	malici	34
11620	malign	2
11621	malik	1
11622	maliss	1
11623	malkovich	1
11624	mall	2
11625	malley	1
11626	mallon	1
11627	mallorcan	2
11628	malloy	1
11629	mallya	3
11630	malnourish	1
11631	malon	1
11632	maloney	4
11633	maloti	1
11634	malpractic	1
11635	malt	2
11636	malta	1
11637	malwar	1
11638	mama	5
11639	mamdouh	1
11640	mamma	2
11641	mammal	3
11642	mammoth	1
11643	man	220
11644	manag	350
11645	manageri	7
11646	manchest	86
11647	mandar	2
11648	mandarin	3
11649	mandat	6
11650	mandatori	8
11651	mandela	2
11652	mandelson	7
11653	mandic	1
11654	mandir	1
11655	mandolin	1
11656	mandula	1
11657	maneuv	1
11658	manfr	1
11659	mang	1
11660	manga	2
11661	mangala	2
11662	manger	2
11663	manhattan	2
11664	manhunt	2
11665	mani	529
11666	maniac	1
11667	manic	3
11668	manifest	1
11669	manifesto	43
11670	maniffesto	1
11671	manipul	14
11672	manjit	1
11673	mankind	2
11674	manmohan	1
11675	mann	6
11676	mannequin	1
11677	manner	21
11678	manoeuvr	13
11679	manolet	1
11680	manon	2
11681	manor	1
11682	manpow	1
11683	mansfield	6
11684	mansion	2
11685	manslaught	2
11686	manson	3
11687	mansoor	1
11688	mantel	1
11689	mantilla	1
11690	mantl	3
11691	mantooth	1
11692	mantra	1
11693	manual	10
11694	manuel	16
11695	manufactur	89
11696	manuscript	2
11697	manzanera	1
11698	manzerana	1
11699	maori	1
11700	map	18
11701	mapletoft	1
11702	mar	6
11703	maraca	1
11704	maracana	1
11705	maradona	2
11706	maran	1
11707	marat	10
11708	marathon	18
11709	marc	16
11710	marca	2
11711	marcel	4
11712	marcello	2
11713	march	181
11714	marchak	1
11715	marchena	1
11716	marchionn	3
11717	marcia	1
11718	marco	6
11719	marconnet	6
11720	marcoussi	1
11721	marcus	4
11722	mardel	1
11723	mardi	5
11724	mare	1
11725	marek	1
11726	margaret	24
11727	margat	1
11728	margherita	1
11729	margin	46
11730	marginalis	1
11731	margot	1
11732	marguerit	1
11733	mari	31
11734	maria	24
11735	mariah	2
11736	mariann	1
11737	mariano	2
11738	marigni	8
11739	marijuana	1
11740	marika	1
11741	marilyn	1
11742	marin	5
11743	marinuzzi	2
11744	mario	13
11745	marion	10
11746	marit	1
11747	maritim	2
11748	marivaux	1
11749	marja	1
11750	mark	225
11751	marker	4
11752	market	441
11753	marketplac	6
11754	markfield	1
11755	marko	3
11756	markova	1
11757	marlen	1
11758	marley	1
11759	marlin	2
11760	marlon	8
11761	marlu	3
11762	marmalad	1
11763	maroon	6
11764	maroon5	1
11765	marpl	1
11766	marqu	8
11767	marquez	2
11768	marqui	1
11769	marr	8
11770	marrag	1
11771	marri	25
11772	marriag	11
11773	marrow	1
11774	marseill	4
11775	marsh	6
11776	marshal	15
11777	marson	1
11778	marston	3
11779	mart	8
11780	marta	1
11781	marten	1
11782	marti	1
11783	martial	2
11784	martika	1
11785	martin	116
11786	martina	3
11787	martinez	7
11788	martyn	10
11789	martyr	2
11790	maruti	1
11791	marvel	12
11792	marvin	5
11793	maryland	2
11794	mas	6
11795	masahiro	1
11796	masai	3
11797	masala	1
11798	masayuki	1
11799	mase	1
11800	maserati	2
11801	maseru	2
11802	masi	7
11803	mask	6
11804	maso	8
11805	masoch	1
11806	masochist	1
11807	mason	1
11808	masonri	1
11809	masquerad	1
11810	mass	52
11811	massachusett	4
11812	massachussett	1
11813	massacr	4
11814	massag	1
11815	masscr	1
11816	massenet	2
11817	massiv	85
11818	massoud	2
11819	massu	3
11820	mast	2
11821	master	20
11822	mastercard	1
11823	masteri	2
11824	mastermind	6
11825	masterpiec	4
11826	masudi	1
11827	mat	2
